ts_code:ID(Company),name:string,area:string,industry:string,fullname:string,list_date:date,:LABEL
300545.SZ,联得装备,深圳,专用机械,深圳市联得自动化装备股份有限公司,2016-09-28,Company
300546.SZ,雄帝科技,深圳,元器件,深圳市雄帝科技股份有限公司,2016-09-28,Company
300547.SZ,川环科技,四川,橡胶,四川川环科技股份有限公司,2016-09-30,Company
300548.SZ,博创科技,浙江,元器件,博创科技股份有限公司,2016-10-12,Company
300549.SZ,优德精密,江苏,专用机械,优德精密工业(昆山)股份有限公司,2016-09-30,Company
300550.SZ,和仁科技,浙江,软件服务,浙江和仁科技股份有限公司,2016-10-18,Company
300551.SZ,古鳌科技,上海,专用机械,上海古鳌电子科技股份有限公司,2016-10-18,Company
300552.SZ,万集科技,北京,软件服务,北京万集科技股份有限公司,2016-10-21,Company
300553.SZ,集智股份,浙江,电器仪表,杭州集智机电股份有限公司,2016-10-21,Company
300554.SZ,三超新材,江苏,矿物制品,南京三超新材料股份有限公司,2017-04-21,Company
300555.SZ,路通视信,江苏,通信设备,无锡路通视信网络股份有限公司,2016-10-18,Company
300556.SZ,丝路视觉,深圳,软件服务,丝路视觉科技股份有限公司,2016-11-04,Company
300557.SZ,理工光科,湖北,电器仪表,武汉理工光科股份有限公司,2016-11-01,Company
300558.SZ,贝达药业,浙江,化学制药,贝达药业股份有限公司,2016-11-07,Company
300559.SZ,佳发教育,四川,软件服务,成都佳发安泰教育科技股份有限公司,2016-11-01,Company
300560.SZ,中富通,福建,通信设备,中富通集团股份有限公司,2016-11-01,Company
300561.SZ,汇金科技,广东,软件服务,珠海汇金科技股份有限公司,2016-11-17,Company
300562.SZ,乐心医疗,广东,医疗保健,广东乐心医疗电子股份有限公司,2016-11-16,Company
300563.SZ,神宇股份,江苏,通信设备,神宇通信科技股份公司,2016-11-14,Company
300564.SZ,筑博设计,西藏,建筑工程,筑博设计股份有限公司,2019-11-08,Company
300565.SZ,科信技术,深圳,通信设备,深圳市科信通信技术股份有限公司,2016-11-22,Company
300566.SZ,激智科技,浙江,元器件,宁波激智科技股份有限公司,2016-11-15,Company
300567.SZ,精测电子,湖北,电器仪表,武汉精测电子集团股份有限公司,2016-11-22,Company
300568.SZ,星源材质,深圳,化工原料,深圳市星源材质科技股份有限公司,2016-12-01,Company
300569.SZ,天能重工,山东,专用机械,青岛天能重工股份有限公司,2016-11-25,Company
300570.SZ,太辰光,深圳,元器件,深圳太辰光通信股份有限公司,2016-12-06,Company
300571.SZ,平治信息,浙江,互联网,杭州平治信息技术股份有限公司,2016-12-13,Company
300572.SZ,安车检测,深圳,电器仪表,深圳市安车检测股份有限公司,2016-12-06,Company
300573.SZ,兴齐眼药,辽宁,化学制药,沈阳兴齐眼药股份有限公司,2016-12-08,Company
300575.SZ,中旗股份,江苏,农药化肥,江苏中旗科技股份有限公司,2016-12-20,Company
300576.SZ,容大感光,深圳,染料涂料,深圳市容大感光科技股份有限公司,2016-12-20,Company
300577.SZ,开润股份,安徽,纺织,安徽开润股份有限公司,2016-12-21,Company
300578.SZ,会畅通讯,上海,通信设备,上海会畅通讯股份有限公司,2017-01-25,Company
300579.SZ,数字认证,北京,软件服务,北京数字认证股份有限公司,2016-12-23,Company
300580.SZ,贝斯特,江苏,汽车配件,无锡贝斯特精机股份有限公司,2017-01-11,Company
300581.SZ,晨曦航空,陕西,航空,西安晨曦航空科技股份有限公司,2016-12-20,Company
300582.SZ,英飞特,浙江,半导体,英飞特电子(杭州)股份有限公司,2016-12-28,Company
300583.SZ,赛托生物,山东,生物制药,山东赛托生物科技股份有限公司,2017-01-06,Company
300584.SZ,海辰药业,江苏,化学制药,南京海辰药业股份有限公司,2017-01-12,Company
300585.SZ,奥联电子,江苏,汽车配件,南京奥联汽车电子电器股份有限公司,2016-12-29,Company
300586.SZ,美联新材,广东,化工原料,广东美联新材料股份有限公司,2017-01-04,Company
300587.SZ,天铁股份,浙江,橡胶,浙江天铁实业股份有限公司,2017-01-05,Company
300588.SZ,熙菱信息,新疆,软件服务,新疆熙菱信息技术股份有限公司,2017-01-05,Company
300589.SZ,江龙船艇,广东,船舶,江龙船艇科技股份有限公司,2017-01-13,Company
300590.SZ,移为通信,上海,通信设备,上海移为通信技术股份有限公司,2017-01-11,Company
300591.SZ,万里马,广东,服饰,广东万里马实业股份有限公司,2017-01-10,Company
300592.SZ,华凯创意,湖南,软件服务,湖南华凯文化创意股份有限公司,2017-01-20,Company
300593.SZ,新雷能,北京,电气设备,北京新雷能科技股份有限公司,2017-01-13,Company
300594.SZ,朗进科技,山东,运输设备,山东朗进科技股份有限公司,2019-06-21,Company
300595.SZ,欧普康视,安徽,医疗保健,欧普康视科技股份有限公司,2017-01-17,Company
300596.SZ,利安隆,天津,化工原料,天津利安隆新材料股份有限公司,2017-01-19,Company
300597.SZ,吉大通信,吉林,通信设备,吉林吉大通信设计院股份有限公司,2017-01-23,Company
300598.SZ,诚迈科技,江苏,软件服务,诚迈科技(南京)股份有限公司,2017-01-20,Company
300599.SZ,雄塑科技,广东,塑料,广东雄塑科技集团股份有限公司,2017-01-23,Company
300600.SZ,瑞特股份,江苏,电气设备,常熟瑞特电气股份有限公司,2017-01-25,Company
300601.SZ,康泰生物,深圳,生物制药,深圳康泰生物制品股份有限公司,2017-02-07,Company
300602.SZ,飞荣达,深圳,元器件,深圳市飞荣达科技股份有限公司,2017-01-26,Company
300603.SZ,立昂技术,新疆,通信设备,立昂技术股份有限公司,2017-01-26,Company
300604.SZ,长川科技,浙江,专用机械,杭州长川科技股份有限公司,2017-04-17,Company
300605.SZ,恒锋信息,福建,软件服务,恒锋信息科技股份有限公司,2017-02-08,Company
300606.SZ,金太阳,广东,矿物制品,东莞金太阳研磨股份有限公司,2017-02-08,Company
300607.SZ,拓斯达,广东,专用机械,广东拓斯达科技股份有限公司,2017-02-09,Company
300608.SZ,思特奇,北京,软件服务,北京思特奇信息技术股份有限公司,2017-02-13,Company
300609.SZ,汇纳科技,上海,互联网,汇纳科技股份有限公司,2017-02-15,Company
300610.SZ,晨化股份,江苏,化工原料,扬州晨化新材料股份有限公司,2017-02-13,Company
300611.SZ,美力科技,浙江,机械基件,浙江美力科技股份有限公司,2017-02-20,Company
300612.SZ,宣亚国际,北京,广告包装,宣亚国际营销科技(北京)股份有限公司,2017-02-15,Company
300613.SZ,富瀚微,上海,半导体,上海富瀚微电子股份有限公司,2017-02-20,Company
300615.SZ,欣天科技,深圳,元器件,深圳市欣天科技股份有限公司,2017-02-15,Company
300616.SZ,尚品宅配,广东,家居用品,广州尚品宅配家居股份有限公司,2017-03-07,Company
300617.SZ,安靠智电,江苏,电气设备,江苏安靠智能输电工程科技股份有限公司,2017-02-28,Company
300618.SZ,寒锐钴业,江苏,小金属,南京寒锐钴业股份有限公司,2017-03-06,Company
300619.SZ,金银河,广东,专用机械,佛山市金银河智能装备股份有限公司,2017-03-01,Company
300620.SZ,光库科技,广东,元器件,珠海光库科技股份有限公司,2017-03-10,Company
300621.SZ,维业股份,深圳,装修装饰,深圳市维业装饰集团股份有限公司,2017-03-16,Company
300622.SZ,博士眼镜,深圳,其他商业,博士眼镜连锁股份有限公司,2017-03-15,Company
300623.SZ,捷捷微电,江苏,半导体,江苏捷捷微电子股份有限公司,2017-03-14,Company
300624.SZ,万兴科技,西藏,软件服务,万兴科技集团股份有限公司,2018-01-18,Company
300625.SZ,三雄极光,广东,半导体,广东三雄极光照明股份有限公司,2017-03-17,Company
300626.SZ,华瑞股份,浙江,电气设备,华瑞电器股份有限公司,2017-03-20,Company
300627.SZ,华测导航,上海,通信设备,上海华测导航技术股份有限公司,2017-03-21,Company
300628.SZ,亿联网络,福建,通信设备,厦门亿联网络技术股份有限公司,2017-03-17,Company
300629.SZ,新劲刚,广东,矿物制品,广东新劲刚新材料科技股份有限公司,2017-03-24,Company
300630.SZ,普利制药,海南,化学制药,海南普利制药股份有限公司,2017-03-28,Company
300631.SZ,久吾高科,江苏,环境保护,江苏久吾高科技股份有限公司,2017-03-23,Company
300632.SZ,光莆股份,福建,半导体,厦门光莆电子股份有限公司,2017-04-06,Company
300633.SZ,开立医疗,深圳,医疗保健,深圳开立生物医疗科技股份有限公司,2017-04-06,Company
300634.SZ,彩讯股份,深圳,软件服务,彩讯科技股份有限公司,2018-03-23,Company
300635.SZ,中达安,广东,建筑工程,中达安股份有限公司,2017-03-31,Company
300636.SZ,同和药业,江西,化学制药,江西同和药业股份有限公司,2017-03-31,Company
300637.SZ,扬帆新材,浙江,化工原料,浙江扬帆新材料股份有限公司,2017-04-12,Company
300638.SZ,广和通,深圳,通信设备,深圳市广和通无线股份有限公司,2017-04-13,Company
300639.SZ,凯普生物,广东,医疗保健,广东凯普生物科技股份有限公司,2017-04-12,Company
300640.SZ,德艺文创,福建,文教休闲,德艺文化创意集团股份有限公司,2017-04-17,Company
300641.SZ,正丹股份,江苏,化工原料,江苏正丹化学工业股份有限公司,2017-04-18,Company
300642.SZ,透景生命,上海,医疗保健,上海透景生命科技股份有限公司,2017-04-21,Company
300643.SZ,万通智控,浙江,汽车配件,万通智控科技股份有限公司,2017-05-05,Company
300644.SZ,南京聚隆,江苏,塑料,南京聚隆科技股份有限公司,2018-02-06,Company
300645.SZ,正元智慧,浙江,软件服务,浙江正元智慧科技股份有限公司,2017-04-21,Company
300647.SZ,超频三,深圳,元器件,深圳市超频三科技股份有限公司,2017-05-03,Company
300648.SZ,星云股份,福建,电器仪表,福建星云电子股份有限公司,2017-04-25,Company
300649.SZ,杭州园林,浙江,建筑工程,杭州园林设计院股份有限公司,2017-05-05,Company
300650.SZ,太龙照明,福建,电气设备,太龙(福建)商业照明股份有限公司,2017-05-03,Company
300651.SZ,金陵体育,江苏,文教休闲,江苏金陵体育器材股份有限公司,2017-05-09,Company
300652.SZ,雷迪克,浙江,汽车配件,杭州雷迪克节能科技股份有限公司,2017-05-16,Company
300653.SZ,正海生物,山东,医疗保健,烟台正海生物科技股份有限公司,2017-05-16,Company
300654.SZ,世纪天鸿,山东,出版业,世纪天鸿教育科技股份有限公司,2017-09-26,Company
300655.SZ,晶瑞股份,江苏,化工原料,苏州晶瑞化学股份有限公司,2017-05-23,Company
300656.SZ,民德电子,深圳,IT设备,深圳市民德电子科技股份有限公司,2017-05-19,Company
300657.SZ,弘信电子,福建,元器件,厦门弘信电子科技集团股份有限公司,2017-05-23,Company
300658.SZ,延江股份,福建,纺织,厦门延江新材料股份有限公司,2017-06-02,Company
300659.SZ,中孚信息,山东,软件服务,中孚信息股份有限公司,2017-05-26,Company
300660.SZ,江苏雷利,江苏,电气设备,江苏雷利电机股份有限公司,2017-06-02,Company
300661.SZ,圣邦股份,北京,元器件,圣邦微电子(北京)股份有限公司,2017-06-06,Company
300662.SZ,科锐国际,北京,综合类,北京科锐国际人力资源股份有限公司,2017-06-08,Company
300663.SZ,科蓝软件,北京,软件服务,北京科蓝软件系统股份有限公司,2017-06-08,Company
300664.SZ,鹏鹞环保,江苏,环境保护,鹏鹞环保股份有限公司,2018-01-05,Company
300665.SZ,飞鹿股份,湖南,染料涂料,株洲飞鹿高新材料技术股份有限公司,2017-06-13,Company
300666.SZ,江丰电子,浙江,元器件,宁波江丰电子材料股份有限公司,2017-06-15,Company
300667.SZ,必创科技,北京,电器仪表,北京必创科技股份有限公司,2017-06-19,Company
300668.SZ,杰恩设计,深圳,装修装饰,深圳市杰恩创意设计股份有限公司,2017-06-19,Company
300669.SZ,沪宁股份,浙江,机械基件,杭州沪宁电梯部件股份有限公司,2017-06-29,Company
300670.SZ,大烨智能,江苏,电气设备,江苏大烨智能电气股份有限公司,2017-07-03,Company
300671.SZ,富满电子,深圳,半导体,深圳市富满电子集团股份有限公司,2017-07-05,Company
300672.SZ,国科微,湖南,半导体,湖南国科微电子股份有限公司,2017-07-12,Company
300673.SZ,佩蒂股份,浙江,饲料,佩蒂动物营养科技股份有限公司,2017-07-11,Company
300674.SZ,宇信科技,北京,软件服务,北京宇信科技集团股份有限公司,2018-11-07,Company
300675.SZ,建科院,深圳,建筑工程,深圳市建筑科学研究院股份有限公司,2017-07-19,Company
300676.SZ,华大基因,深圳,医疗保健,深圳华大基因股份有限公司,2017-07-14,Company
300677.SZ,英科医疗,山东,医疗保健,英科医疗科技股份有限公司,2017-07-21,Company
300678.SZ,中科信息,四川,软件服务,中科院成都信息技术股份有限公司,2017-07-28,Company
300679.SZ,电连技术,深圳,元器件,电连技术股份有限公司,2017-07-31,Company
300680.SZ,隆盛科技,江苏,汽车配件,无锡隆盛科技股份有限公司,2017-07-25,Company
300681.SZ,英搏尔,广东,元器件,珠海英搏尔电气股份有限公司,2017-07-25,Company
300682.SZ,朗新科技,江苏,软件服务,朗新科技集团股份有限公司,2017-08-01,Company
300683.SZ,海特生物,湖北,生物制药,武汉海特生物制药股份有限公司,2017-08-08,Company
300684.SZ,中石科技,北京,化工原料,北京中石伟业科技股份有限公司,2017-12-27,Company
300685.SZ,艾德生物,福建,生物制药,厦门艾德生物医药科技股份有限公司,2017-08-02,Company
300686.SZ,智动力,深圳,元器件,深圳市智动力精密技术股份有限公司,2017-08-04,Company
300687.SZ,赛意信息,广东,软件服务,广州赛意信息科技股份有限公司,2017-08-03,Company
300688.SZ,创业黑马,北京,综合类,创业黑马科技集团股份有限公司,2017-08-10,Company
300689.SZ,澄天伟业,深圳,元器件,深圳市澄天伟业科技股份有限公司,2017-08-09,Company
300690.SZ,双一科技,山东,电气设备,山东双一科技股份有限公司,2017-08-08,Company
300691.SZ,联合光电,广东,元器件,中山联合光电科技股份有限公司,2017-08-11,Company
300692.SZ,中环环保,安徽,环境保护,安徽中环环保科技股份有限公司,2017-08-21,Company
300693.SZ,盛弘股份,深圳,电气设备,深圳市盛弘电气股份有限公司,2017-08-22,Company
300694.SZ,蠡湖股份,江苏,汽车配件,无锡蠡湖增压技术股份有限公司,2018-10-15,Company
300695.SZ,兆丰股份,浙江,汽车配件,浙江兆丰机电股份有限公司,2017-09-08,Company
300696.SZ,爱乐达,四川,航空,成都爱乐达航空制造股份有限公司,2017-08-22,Company
300697.SZ,电工合金,江苏,铜,江阴电工合金股份有限公司,2017-09-07,Company
300698.SZ,万马科技,浙江,通信设备,万马科技股份有限公司,2017-08-31,Company
300699.SZ,光威复材,山东,化工原料,威海光威复合材料股份有限公司,2017-09-01,Company
300700.SZ,岱勒新材,湖南,矿物制品,长沙岱勒新材料科技股份有限公司,2017-09-12,Company
300701.SZ,森霸传感,河南,元器件,森霸传感科技股份有限公司,2017-09-15,Company
300702.SZ,天宇股份,浙江,化学制药,浙江天宇药业股份有限公司,2017-09-19,Company
300703.SZ,创源文化,浙江,文教休闲,宁波创源文化发展股份有限公司,2017-09-19,Company
300705.SZ,九典制药,湖南,化学制药,湖南九典制药股份有限公司,2017-10-10,Company
300706.SZ,阿石创,福建,元器件,福建阿石创新材料股份有限公司,2017-09-26,Company
300707.SZ,威唐工业,江苏,专用机械,无锡威唐工业技术股份有限公司,2017-10-10,Company
300708.SZ,聚灿光电,江苏,半导体,聚灿光电科技股份有限公司,2017-10-16,Company
300709.SZ,精研科技,江苏,元器件,江苏精研科技股份有限公司,2017-10-19,Company
300710.SZ,万隆光电,浙江,通信设备,杭州万隆光电设备股份有限公司,2017-10-19,Company
300711.SZ,广哈通信,广东,通信设备,广州广哈通信股份有限公司,2017-11-01,Company
300712.SZ,永福股份,福建,建筑工程,福建永福电力设计股份有限公司,2017-10-31,Company
300713.SZ,英可瑞,深圳,电气设备,深圳市英可瑞科技股份有限公司,2017-11-01,Company
300715.SZ,凯伦股份,江苏,其他建材,江苏凯伦建材股份有限公司,2017-10-26,Company
300716.SZ,国立科技,广东,塑料,广东国立科技股份有限公司,2017-11-09,Company
300717.SZ,华信新材,江苏,塑料,江苏华信新材料股份有限公司,2017-11-06,Company
300718.SZ,长盛轴承,浙江,机械基件,浙江长盛滑动轴承股份有限公司,2017-11-06,Company
300719.SZ,安达维尔,北京,航空,北京安达维尔科技股份有限公司,2017-11-09,Company
300720.SZ,海川智能,广东,电器仪表,广东海川智能机器股份有限公司,2017-11-06,Company
300721.SZ,怡达股份,江苏,化工原料,江苏怡达化学股份有限公司,2017-11-15,Company
300722.SZ,新余国科,江西,专用机械,江西新余国科科技股份有限公司,2017-11-10,Company
300723.SZ,一品红,广东,化学制药,一品红药业股份有限公司,2017-11-16,Company
300724.SZ,捷佳伟创,深圳,专用机械,深圳市捷佳伟创新能源装备股份有限公司,2018-08-10,Company
300725.SZ,药石科技,江苏,化工原料,南京药石科技股份有限公司,2017-11-10,Company
300726.SZ,宏达电子,湖南,元器件,株洲宏达电子股份有限公司,2017-11-21,Company
300727.SZ,润禾材料,浙江,化工原料,宁波润禾高新材料科技股份有限公司,2017-11-27,Company
300729.SZ,乐歌股份,浙江,家居用品,乐歌人体工学科技股份有限公司,2017-12-01,Company
300730.SZ,科创信息,湖南,软件服务,湖南科创信息技术股份有限公司,2017-12-05,Company
300731.SZ,科创新源,深圳,橡胶,深圳科创新源新材料股份有限公司,2017-12-08,Company
300732.SZ,设研院,河南,建筑工程,河南省交通规划设计研究院股份有限公司,2017-12-12,Company
300733.SZ,西菱动力,四川,汽车配件,成都西菱动力科技股份有限公司,2018-01-16,Company
300735.SZ,光弘科技,广东,通信设备,惠州光弘科技股份有限公司,2017-12-29,Company
300736.SZ,百邦科技,北京,通信设备,北京百华悦邦科技股份有限公司,2018-01-09,Company
300737.SZ,科顺股份,广东,其他建材,科顺防水科技股份有限公司,2018-01-25,Company
300738.SZ,奥飞数据,广东,电信运营,广东奥飞数据科技股份有限公司,2018-01-19,Company
300739.SZ,明阳电路,深圳,元器件,深圳明阳电路科技股份有限公司,2018-02-01,Company
300740.SZ,御家汇,湖南,日用化工,御家汇股份有限公司,2018-02-08,Company
300741.SZ,华宝股份,西藏,食品,华宝香精股份有限公司,2018-03-01,Company
300742.SZ,越博动力,江苏,汽车配件,南京越博动力系统股份有限公司,2018-05-08,Company
300743.SZ,天地数码,浙江,IT设备,杭州天地数码科技股份有限公司,2018-04-27,Company
300745.SZ,欣锐科技,深圳,汽车配件,深圳欣锐科技股份有限公司,2018-05-23,Company
300746.SZ,汉嘉设计,浙江,建筑工程,汉嘉设计集团股份有限公司,2018-05-25,Company
300747.SZ,锐科激光,湖北,元器件,武汉锐科光纤激光技术股份有限公司,2018-06-25,Company
300748.SZ,金力永磁,江西,元器件,江西金力永磁科技股份有限公司,2018-09-21,Company
300749.SZ,顶固集创,广东,家居用品,广东顶固集创家居股份有限公司,2018-09-25,Company
300750.SZ,宁德时代,福建,电气设备,宁德时代新能源科技股份有限公司,2018-06-11,Company
300751.SZ,迈为股份,江苏,专用机械,苏州迈为科技股份有限公司,2018-11-09,Company
300752.SZ,隆利科技,深圳,元器件,深圳市隆利科技股份有限公司,2018-11-30,Company
300753.SZ,爱朋医疗,江苏,医疗保健,江苏爱朋医疗科技股份有限公司,2018-12-13,Company
300755.SZ,华致酒行,云南,其他商业,华致酒行连锁管理股份有限公司,2019-01-29,Company
300756.SZ,中山金马,广东,专用机械,中山市金马科技娱乐设备股份有限公司,2018-12-28,Company
300757.SZ,罗博特科,江苏,专用机械,罗博特科智能科技股份有限公司,2019-01-08,Company
300758.SZ,七彩化学,辽宁,染料涂料,鞍山七彩化学股份有限公司,2019-02-22,Company
300759.SZ,康龙化成,北京,化学制药,康龙化成(北京)新药技术股份有限公司,2019-01-28,Company
300760.SZ,迈瑞医疗,深圳,医疗保健,深圳迈瑞生物医疗电子股份有限公司,2018-10-16,Company
300761.SZ,立华股份,江苏,农业综合,江苏立华牧业股份有限公司,2019-02-18,Company
300762.SZ,上海瀚讯,上海,通信设备,上海瀚讯信息技术股份有限公司,2019-03-14,Company
300763.SZ,锦浪科技,浙江,电气设备,宁波锦浪新能源科技股份有限公司,2019-03-19,Company
300765.SZ,新诺威,河北,食品,石药集团新诺威制药股份有限公司,2019-03-22,Company
300766.SZ,每日互动,浙江,互联网,浙江每日互动网络科技股份有限公司,2019-03-25,Company
300767.SZ,震安科技,云南,橡胶,震安科技股份有限公司,2019-03-29,Company
300768.SZ,迪普科技,浙江,软件服务,杭州迪普科技股份有限公司,2019-04-12,Company
300769.SZ,德方纳米,深圳,化工原料,深圳市德方纳米科技股份有限公司,2019-04-15,Company
300770.SZ,新媒股份,广东,影视音像,广东南方新媒体股份有限公司,2019-04-19,Company
300771.SZ,智莱科技,深圳,IT设备,深圳市智莱科技股份有限公司,2019-04-22,Company
300772.SZ,运达股份,浙江,电气设备,浙江运达风电股份有限公司,2019-04-26,Company
300773.SZ,拉卡拉,北京,软件服务,拉卡拉支付股份有限公司,2019-04-25,Company
300775.SZ,三角防务,陕西,航空,西安三角防务股份有限公司,2019-05-21,Company
300776.SZ,帝尔激光,湖北,专用机械,武汉帝尔激光科技股份有限公司,2019-05-17,Company
300777.SZ,中简科技,江苏,化纤,中简科技股份有限公司,2019-05-16,Company
300778.SZ,新城市,深圳,建筑工程,深圳市新城市规划建筑设计股份有限公司,2019-05-10,Company
300779.SZ,惠城环保,山东,环境保护,青岛惠城环保科技股份有限公司,2019-05-22,Company
300780.SZ,德恩精工,四川,机械基件,四川德恩精工科技股份有限公司,2019-05-31,Company
300781.SZ,因赛集团,广东,广告包装,广东因赛品牌营销集团股份有限公司,2019-06-06,Company
300782.SZ,卓胜微,江苏,元器件,江苏卓胜微电子股份有限公司,2019-06-18,Company
300783.SZ,三只松鼠,安徽,食品,三只松鼠股份有限公司,2019-07-12,Company
300785.SZ,值得买,北京,互联网,北京值得买科技股份有限公司,2019-07-15,Company
300786.SZ,国林科技,山东,环境保护,青岛国林环保科技股份有限公司,2019-07-23,Company
300787.SZ,海能实业,江西,通信设备,安福县海能实业股份有限公司,2019-08-15,Company
300788.SZ,中信出版,北京,出版业,中信出版集团股份有限公司,2019-07-05,Company
300789.SZ,唐源电气,四川,软件服务,成都唐源电气股份有限公司,2019-08-28,Company
300790.SZ,宇瞳光学,广东,电器仪表,东莞市宇瞳光学科技股份有限公司,2019-09-20,Company
300791.SZ,仙乐健康,广东,医疗保健,仙乐健康科技股份有限公司,2019-09-25,Company
300792.SZ,壹网壹创,浙江,互联网,杭州壹网壹创科技股份有限公司,2019-09-27,Company
300793.SZ,佳禾智能,广东,IT设备,佳禾智能科技股份有限公司,2019-10-18,Company
300795.SZ,米奥会展,浙江,综合类,浙江米奥兰特商务会展股份有限公司,2019-10-22,Company
300796.SZ,贝斯美,浙江,化工原料,绍兴贝斯美化工股份有限公司,2019-11-15,Company
300797.SZ,钢研纳克,北京,电器仪表,钢研纳克检测技术股份有限公司,2019-11-01,Company
300798.SZ,锦鸡股份,江苏,染料涂料,江苏锦鸡实业股份有限公司,2019-11-22,Company
300799.SZ,左江科技,北京,软件服务,北京左江科技股份有限公司,2019-10-29,Company
300800.SZ,力合科技,湖南,电器仪表,力合科技(湖南)股份有限公司,2019-11-06,Company
300801.SZ,泰和科技,山东,化工原料,山东泰和水处理科技股份有限公司,2019-11-28,Company
300802.SZ,矩子科技,上海,IT设备,上海矩子科技股份有限公司,2019-11-14,Company
300803.SZ,指南针,北京,软件服务,北京指南针科技发展股份有限公司,2019-11-18,Company
300805.SZ,电声股份,广东,广告包装,广东电声市场营销股份有限公司,2019-11-21,Company
300806.SZ,斯迪克,江苏,塑料,江苏斯迪克新材料科技股份有限公司,2019-11-25,Company
300807.SZ,天迈科技,河南,软件服务,郑州天迈科技股份有限公司,2019-12-19,Company
300808.SZ,久量股份,广东,家用电器,广东久量股份有限公司,2019-11-29,Company
300809.SZ,华辰装备,江苏,机床制造,华辰精密装备(昆山)股份有限公司,2019-12-04,Company
300810.SZ,中科海讯,北京,软件服务,北京中科海讯数字科技股份有限公司,2019-12-06,Company
300811.SZ,铂科新材,深圳,元器件,深圳市铂科新材料股份有限公司,2019-12-30,Company
300812.SZ,易天股份,深圳,专用机械,深圳市易天自动化设备股份有限公司,2020-01-09,Company
300813.SZ,泰林生物,浙江,医疗保健,浙江泰林生物技术股份有限公司,2020-01-14,Company
300815.SZ,玉禾田,安徽,环境保护,玉禾田环境发展集团股份有限公司,2020-01-23,Company
300816.SZ,艾可蓝,安徽,环境保护,安徽艾可蓝环保股份有限公司,2020-02-10,Company
300817.SZ,双飞股份,浙江,机械基件,浙江双飞无油轴承股份有限公司,2020-02-18,Company
300818.SZ,耐普矿机,江西,专用机械,江西耐普矿机新材料股份有限公司,2020-02-12,Company
300819.SZ,聚杰微纤,江苏,化纤,江苏聚杰微纤科技集团股份有限公司,2020-03-12,Company
300820.SZ,英杰电气,四川,电气设备,四川英杰电气股份有限公司,2020-02-13,Company
300821.SZ,东岳硅材,山东,化工原料,山东东岳有机硅材料股份有限公司,2020-03-12,Company
300822.SZ,贝仕达克,深圳,元器件,深圳贝仕达克技术股份有限公司,2020-03-13,Company
300823.SZ,建科机械,天津,专用机械,建科机械(天津)股份有限公司,2020-03-19,Company
300825.SZ,阿尔特,北京,汽车服务,阿尔特汽车技术股份有限公司,2020-03-27,Company
300826.SZ,测绘股份,江苏,建筑工程,南京市测绘勘察研究院股份有限公司,2020-04-03,Company
300827.SZ,上能电气,江苏,电气设备,上能电气股份有限公司,2020-04-10,Company
300828.SZ,锐新科技,天津,铝,天津锐新昌科技股份有限公司,2020-04-21,Company
300829.SZ,金丹科技,河南,食品,河南金丹乳酸科技股份有限公司,2020-04-22,Company
300830.SZ,金现代,山东,软件服务,金现代信息产业股份有限公司,2020-05-06,Company
300831.SZ,派瑞股份,陕西,元器件,西安派瑞功率半导体变流技术股份有限公司,2020-05-07,Company
600000.SH,浦发银行,上海,银行,上海浦东发展银行股份有限公司,1999-11-10,Company
600004.SH,白云机场,广东,机场,广州白云国际机场股份有限公司,2003-04-28,Company
600006.SH,东风汽车,湖北,汽车整车,东风汽车股份有限公司,1999-07-27,Company
600007.SH,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,1999-03-12,Company
600008.SH,首创股份,北京,环境保护,北京首创股份有限公司,2000-04-27,Company
600009.SH,上海机场,上海,机场,上海国际机场股份有限公司,1998-02-18,Company
600010.SH,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司,2001-03-09,Company
600011.SH,华能国际,北京,火力发电,华能国际电力股份有限公司,2001-12-06,Company
600012.SH,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司,2003-01-07,Company
600015.SH,华夏银行,北京,银行,华夏银行股份有限公司,2003-09-12,Company
600016.SH,民生银行,北京,银行,中国民生银行股份有限公司,2000-12-19,Company
600017.SH,日照港,山东,港口,日照港股份有限公司,2006-10-17,Company
600018.SH,上港集团,上海,港口,上海国际港务(集团)股份有限公司,2006-10-26,Company
600019.SH,宝钢股份,上海,普钢,宝山钢铁股份有限公司,2000-12-12,Company
600020.SH,中原高速,河南,路桥,河南中原高速公路股份有限公司,2003-08-08,Company
600021.SH,上海电力,上海,火力发电,上海电力股份有限公司,2003-10-29,Company
600022.SH,山东钢铁,山东,普钢,山东钢铁股份有限公司,2004-06-29,Company
600023.SH,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司,2013-12-19,Company
600025.SH,华能水电,云南,水力发电,华能澜沧江水电股份有限公司,2017-12-15,Company
600026.SH,中远海能,上海,水运,中远海运能源运输股份有限公司,2002-05-23,Company
600027.SH,华电国际,山东,火力发电,华电国际电力股份有限公司,2005-02-03,Company
600028.SH,中国石化,北京,石油加工,中国石油化工股份有限公司,2001-08-08,Company
600029.SH,南方航空,广东,空运,中国南方航空股份有限公司,2003-07-25,Company
600030.SH,中信证券,深圳,证券,中信证券股份有限公司,2003-01-06,Company
600031.SH,三一重工,北京,工程机械,三一重工股份有限公司,2003-07-03,Company
600033.SH,福建高速,福建,路桥,福建发展高速公路股份有限公司,2001-02-09,Company
